"","PRCP_OccR1_1_Percip_cm","PRCP_OccR1_2_Percip_cm","PRCP_OccR1_3_Percip_cm","PRCP_OccR1_4_Percip_cm","PRCP_OccR1_5_Percip_cm","PRCP_OccR2_1_Percip_cm","PRCP_OccR2_2_Percip_cm","PRCP_OccR2_3_Percip_cm","PRCP_OccR2_4_Percip_cm","PRCP_OccR2_5_Percip_cm","PRCP_OccR3_1_Percip_cm","PRCP_OccR3_2_Percip_cm","PRCP_OccR3_3_Percip_cm","PRCP_OccR3_4_Percip_cm","PRCP_OccR3_5_Percip_cm","AWND_OccR1_1_Wind_kmh","AWND_OccR1_2_Wind_kmh","AWND_OccR1_3_Wind_kmh","AWND_OccR1_4_Wind_kmh","AWND_OccR1_5_Wind_kmh","AWND_OccR2_1_Wind_kmh","AWND_OccR2_2_Wind_kmh","AWND_OccR2_3_Wind_kmh","AWND_OccR2_4_Wind_kmh","AWND_OccR2_5_Wind_kmh","AWND_OccR3_1_Wind_kmh","AWND_OccR3_2_Wind_kmh","AWND_OccR3_3_Wind_kmh","AWND_OccR3_4_Wind_kmh","AWND_OccR3_5_Wind_kmh","TMAX_OccR1_1_MaxTemp_c","TMAX_OccR1_2_MaxTemp_c","TMAX_OccR1_3_MaxTemp_c","TMAX_OccR1_4_MaxTemp_c","TMAX_OccR1_5_MaxTemp_c","TMAX_OccR2_1_MaxTemp_c","TMAX_OccR2_2_MaxTemp_c","TMAX_OccR2_3_MaxTemp_c","TMAX_OccR2_4_MaxTemp_c","TMAX_OccR2_5_MaxTemp_c","TMAX_OccR3_1_MaxTemp_c","TMAX_OccR3_2_MaxTemp_c","TMAX_OccR3_3_MaxTemp_c","TMAX_OccR3_4_MaxTemp_c","TMAX_OccR3_5_MaxTemp_c","TMIN_OccR1_1_MinTemp_c","TMIN_OccR1_2_MinTemp_c","TMIN_OccR1_3_MinTemp_c","TMIN_OccR1_4_MinTemp_c","TMIN_OccR1_5_MinTemp_c","TMIN_OccR2_1_MinTemp_c","TMIN_OccR2_2_MinTemp_c","TMIN_OccR2_3_MinTemp_c","TMIN_OccR2_4_MinTemp_c","TMIN_OccR2_5_MinTemp_c","TMIN_OccR3_1_MinTemp_c","TMIN_OccR3_2_MinTemp_c","TMIN_OccR3_3_MinTemp_c","TMIN_OccR3_4_MinTemp_c","TMIN_OccR3_5_MinTemp_c"
"11",NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,9.356335,9.71836,NA,NA,4.31212,4.31212,NA,NA,NA,NA,7.5623,7.5623,NA,NA,NA,24.4444444444444,26.6666666666667,NA,NA,23.8888888888889,23.8888888888889,NA,NA,NA,NA,27.7777777777778,27.7777777777778,NA,NA,NA,11.1111111111111,8.88888888888889,NA,NA,6.66666666666667,6.66666666666667,NA,NA,NA,NA,15,15,NA,NA
"12",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,8.99431,NA,NA,NA,NA,4.31212,NA,NA,NA,NA,NA,7.5623,NA,NA,NA,22.2222222222222,NA,NA,NA,NA,23.8888888888889,NA,NA,NA,NA,NA,27.7777777777778,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,6.66666666666667,NA,NA,NA,NA,NA,15,NA,NA
"13",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4.31212,NA,NA,NA,NA,NA,7.5623,NA,NA,NA,NA,NA,NA,NA,NA,23.8888888888889,NA,NA,NA,NA,NA,27.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,NA,NA,NA,NA,NA,15,NA,NA
"14",NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,8.99431,8.99431,NA,NA,NA,4.31212,NA,NA,NA,NA,NA,7.5623,NA,NA,NA,22.2222222222222,22.2222222222222,NA,NA,NA,23.8888888888889,NA,NA,NA,NA,NA,27.7777777777778,NA,NA,NA,13.3333333333333,13.3333333333333,NA,NA,NA,6.66666666666667,NA,NA,NA,NA,NA,15,NA,NA
"15",NA,NA,0,NA,NA,NA,0.127,0.127,NA,NA,NA,NA,0,NA,NA,NA,NA,8.99431,NA,NA,NA,7.01524,7.01524,NA,NA,NA,NA,7.73929,NA,NA,NA,NA,22.2222222222222,NA,NA,NA,20.8333333333333,20.8333333333333,NA,NA,NA,NA,28.0555555555556,NA,NA,NA,NA,13.3333333333333,NA,NA,NA,10,10,NA,NA,NA,NA,16.1111111111111,NA,NA
"16",NA,NA,0,NA,NA,NA,NA,0.254,NA,NA,NA,NA,0,0,NA,NA,NA,8.99431,NA,NA,NA,NA,9.71836,NA,NA,NA,NA,7.91628,7.91628,NA,NA,NA,22.2222222222222,NA,NA,NA,NA,17.7777777777778,NA,NA,NA,NA,28.3333333333333,28.3333333333333,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,17.2222222222222,17.2222222222222,NA
"17",NA,NA,0,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,0,NA,NA,NA,8.99431,NA,NA,NA,NA,9.71836,NA,NA,NA,NA,NA,7.91628,NA,NA,NA,22.2222222222222,NA,NA,NA,NA,17.7777777777778,NA,NA,NA,NA,NA,28.3333333333333,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,NA,17.2222222222222,NA
"18",NA,NA,0,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,0,NA,NA,NA,8.99431,NA,NA,NA,NA,9.71836,NA,NA,NA,NA,NA,7.91628,NA,NA,NA,22.2222222222222,NA,NA,NA,NA,17.7777777777778,NA,NA,NA,NA,NA,28.3333333333333,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,NA,17.2222222222222,NA
"19",NA,NA,0.5207,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,9.71836,8.99431,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93721,NA,NA,NA,25.2777777777778,22.2222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8888888888889,NA,NA,NA,13.3333333333333,13.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6666666666667,NA
"20",NA,NA,1.0414,1.0414,NA,NA,NA,0.254,NA,NA,NA,NA,NA,0,0,NA,NA,10.44241,10.44241,NA,NA,NA,9.71836,NA,NA,NA,NA,NA,3.95814,3.95814,NA,NA,28.3333333333333,28.3333333333333,NA,NA,NA,17.7777777777778,NA,NA,NA,NA,NA,29.4444444444444,29.4444444444444,NA,NA,13.3333333333333,13.3333333333333,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,NA,16.1111111111111,16.1111111111111
"21",NA,NA,NA,1.0414,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,10.44241,NA,NA,NA,9.71836,NA,NA,NA,NA,NA,NA,3.95814,NA,NA,NA,28.3333333333333,NA,NA,NA,17.7777777777778,NA,NA,NA,NA,NA,NA,29.4444444444444,NA,NA,NA,13.3333333333333,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,NA,NA,16.1111111111111
"22",NA,NA,NA,1.0414,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,10.44241,NA,NA,NA,9.71836,NA,NA,NA,NA,NA,NA,3.95814,NA,NA,NA,28.3333333333333,NA,NA,NA,17.7777777777778,NA,NA,NA,NA,NA,NA,29.4444444444444,NA,NA,NA,13.3333333333333,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,NA,NA,16.1111111111111
"23",NA,NA,NA,1.0414,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,10.44241,NA,NA,NA,9.71836,NA,NA,NA,NA,NA,NA,7.01524,NA,NA,NA,28.3333333333333,NA,NA,NA,17.7777777777778,NA,NA,NA,NA,NA,NA,29.7222222222222,NA,NA,NA,13.3333333333333,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,NA,NA,16.1111111111111
"24",NA,NA,NA,1.0414,1.0414,NA,NA,0.127,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44241,10.44241,NA,NA,10.981425,10.981425,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3333333333333,28.3333333333333,NA,NA,23.3333333333333,23.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3333333333333,13.3333333333333,NA,NA,13.6111111111111,13.6111111111111,NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,0.0254,0.5334,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,22.67081,16.55661,NA,NA,NA,12.24449,NA,4.68219,NA,NA,NA,10.07234,NA,NA,NA,17.7777777777778,23.0555555555556,NA,NA,NA,28.8888888888889,NA,28.8888888888889,NA,NA,NA,30,NA,NA,NA,8.88888888888889,11.1111111111111,NA,NA,NA,13.8888888888889,NA,12.7777777777778,NA,NA,NA,16.1111111111111
"26",0,NA,NA,NA,0.0127,NA,NA,NA,0,NA,0,0,NA,NA,NA,10.79639,NA,NA,NA,17.996665,NA,NA,NA,12.24449,NA,5.76022,6.83825,NA,NA,NA,28.3333333333333,NA,NA,NA,20,NA,NA,NA,28.8888888888889,NA,28.6111111111111,28.3333333333333,NA,NA,NA,10.5555555555556,NA,NA,NA,8.33333333333333,NA,NA,NA,13.8888888888889,NA,13.8888888888889,15,NA,NA,NA
"27",0,0.8636,4.3688,0,NA,1.4986,0.8636,NA,0,0.5588,0,0,0,NA,NA,11.335405,13.6765,8.27026,11.87442,NA,10.981425,10.79639,NA,11.52044,11.52044,5.398195,5.398195,3.95814,NA,NA,23.3333333333333,28.8888888888889,17.2222222222222,18.3333333333333,NA,29.7222222222222,27.7777777777778,NA,29.7222222222222,29.8148148148148,28.8888888888889,28.8888888888889,29.4444444444444,NA,NA,7.77777777777778,16.6666666666667,6.66666666666667,5,NA,18.0555555555556,18.3333333333333,NA,17.7777777777778,17.962962962963,13.8888888888889,13.8888888888889,12.7777777777778,NA,NA
"28",0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,5.40624,5.40624,NA,11.87442,5.40624,NA,NA,NA,NA,NA,3.95814,NA,3.95814,NA,NA,14.4444444444444,14.4444444444444,NA,18.3333333333333,14.4444444444444,NA,NA,NA,NA,NA,29.4444444444444,NA,29.4444444444444,NA,NA,4.44444444444444,4.44444444444444,NA,5,4.44444444444444,NA,NA,NA,NA,NA,12.7777777777778,NA,12.7777777777778,NA,NA
"29",0,0,0,0,0,0.508,1.71026666666667,0.1524,NA,NA,0,0,NA,NA,NA,5.76022,5.93721,5.93721,4.31212,5.40624,10.080385,8.75832333333333,9.36438,NA,NA,3.95814,3.0571,NA,NA,NA,17.4074074074074,18.8888888888889,18.8888888888889,20,14.4444444444444,26.9444444444444,27.037037037037,26.1111111111111,NA,NA,29.4444444444444,30.2777777777778,NA,NA,NA,4.81481481481481,5,5,7.22222222222222,4.44444444444444,19.1666666666667,18.8888888888889,20,NA,NA,12.7777777777778,14.1666666666667,NA,NA,NA
"30",NA,NA,0,NA,0,4.1148,4.1148,NA,4.1148,NA,NA,0,0,0,NA,NA,NA,4.31212,NA,6.48427,6.1142,6.1142,NA,6.1142,NA,NA,2.15606,2.15606,2.15606,NA,NA,NA,20,NA,23.3333333333333,27.2222222222222,27.2222222222222,NA,27.2222222222222,NA,NA,31.1111111111111,31.1111111111111,31.1111111111111,NA,NA,NA,7.22222222222222,NA,9.44444444444444,18.3333333333333,18.3333333333333,NA,18.3333333333333,NA,NA,15.5555555555556,15.5555555555556,15.5555555555556,NA
"31",NA,0,0,0,0,4.1148,0,2.0574,0,0,0,0,0,NA,NA,NA,6.48427,6.48427,6.48427,6.48427,6.1142,1.80208,3.95814,1.80208,1.80208,2.15606,2.15606,2.15606,NA,NA,NA,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,27.2222222222222,31.6666666666667,29.4444444444444,31.6666666666667,31.6666666666667,31.1111111111111,31.1111111111111,31.1111111111111,NA,NA,NA,9.44444444444444,9.44444444444444,9.44444444444444,9.44444444444444,18.3333333333333,18.8888888888889,18.6111111111111,18.8888888888889,18.8888888888889,15.5555555555556,15.5555555555556,15.5555555555556,NA,NA
"32",NA,0,0.381,0.1905,0.381,NA,NA,0.1016,0.0508,NA,NA,NA,0,0,0,NA,6.48427,6.83825,6.66126,6.83825,NA,NA,7.91628,4.85918,NA,NA,NA,3.95814,5.76022,5.76022,NA,23.3333333333333,16.6666666666667,20,16.6666666666667,NA,NA,32.7777777777778,32.2222222222222,NA,NA,NA,31.3888888888889,31.6666666666667,31.6666666666667,NA,9.44444444444444,12.7777777777778,11.1111111111111,12.7777777777778,NA,NA,21.6666666666667,20.2777777777778,NA,NA,NA,16.6666666666667,17.7777777777778,17.7777777777778
"33",NA,NA,NA,NA,0,NA,NA,0.1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83825,NA,NA,7.91628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8888888888889,NA,NA,32.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6666666666667,NA,NA,21.6666666666667,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,NA,0,NA,NA,0.1016,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6.83825,NA,NA,7.91628,NA,NA,NA,NA,NA,NA,5.76022,NA,NA,NA,NA,18.8888888888889,NA,NA,32.7777777777778,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,NA,NA,NA,11.6666666666667,NA,NA,21.6666666666667,NA,NA,NA,NA,NA,NA,17.7777777777778
"35",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,6.83825,6.83825,NA,NA,NA,NA,NA,NA,5.76022,5.76022,5.76022,NA,NA,NA,NA,18.8888888888889,18.8888888888889,NA,NA,NA,NA,NA,NA,31.6666666666667,31.6666666666667,31.9444444444444,NA,NA,NA,NA,11.6666666666667,11.6666666666667,NA,NA,NA,NA,NA,NA,17.7777777777778,17.7777777777778,18.0555555555556,NA
"36",NA,NA,NA,0,0.6858,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,6.83825,4.31212,NA,NA,NA,NA,NA,NA,NA,5.76022,5.76022,5.76022,NA,NA,NA,18.8888888888889,18.8888888888889,NA,NA,NA,NA,NA,NA,NA,32.2222222222222,32.2222222222222,32.2222222222222,NA,NA,NA,11.6666666666667,12.2222222222222,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,18.3333333333333,18.3333333333333
"37",NA,NA,NA,NA,0.6858,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,4.31212,NA,NA,NA,NA,NA,NA,NA,5.76022,4.68219,6.60226333333333,NA,NA,NA,NA,18.8888888888889,NA,NA,NA,NA,NA,NA,NA,32.2222222222222,33.3333333333333,33.3333333333333,NA,NA,NA,NA,12.2222222222222,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,19.4444444444444,18.8888888888889
