"","points2022$site_id","ag_100","ag_224","ag_500","em_100","em_224","em_500","palus_100","palus_224","palus_500","scrub_100","scrub_224","scrub_500","openwat_100","openwat_224","openwat_500","woody_100","woody_224","woody_500","artfl_100","artfl_224","artfl_500","semi_500","semi_224","semi_100","excav_100","excav_224","excav_500","dev_100","dev_224","dev_500"
"28","Reelfoot_C3",0,0,0,0,0,0.106496272630458,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,36.3636363636364,20,0,0,0,0,0,0,0
"29","Reelfoot_D1",0,0,0,66,37.1287128712871,14.7401908801697,100,100,100,0,0,0,24,16.3366336633663,17.0731707317073,76,83.6633663366337,80.16967126193,0,0,0,47.7272727272727,69.1666666666667,92.5925925925926,0,0,0,0,0,1.80275715800636
"30","Reelfoot_D2",0,0,0,0,7.17703349282297,10.9808102345416,100,100,100,0,0,0,0,9.09090909090909,26.4392324093817,100,90.9090909090909,73.454157782516,0,0,0,69.6969696969697,59.1666666666667,70.3703703703704,0,0,0,0,0,0
"31","Reelfoot_D3",0,0,0,33.3333333333333,17.2413793103448,16.9851380042463,100,100,100,0,0,0,15.5555555555556,34.4827586206897,32.8025477707006,84.4444444444444,65.5172413793103,66.6666666666667,0,0,0,36.2264150943396,19.327731092437,0,0,0,0,0,0,0
"32","Reelfoot_E1",6,40.6862745098039,57.3404255319149,36,17.156862745098,5.31914893617021,100,100,92.7659574468085,0,0,0,18,5.88235294117647,1.70212765957447,74,51.9607843137255,34.5744680851064,0,0,0,23.7735849056604,0,0,0,0,0,0,0,3.93617021276596
"33","TennesseeNational_A1",0,0.483091787439614,3.93617021276596,81.6326530612245,68.5990338164251,33.2978723404255,100,100,98.936170212766,0,0,0,2.04081632653061,3.38164251207729,6.06382978723404,97.9591836734694,94.2028985507246,80.8510638297872,0,0,0,6.41509433962264,0,0,0,0,0,0,0,0.106382978723404
"34","TennesseeNational_A2",0,3.34928229665072,4.26894343649947,12,41.1483253588517,37.2465314834578,100,100,100,0,0,0,16,9.09090909090909,5.44290288153682,24,51.6746411483254,73.1056563500534,0,0,0,19.622641509434,43.6974789915966,70.3703703703704,0,0,0,0,0,0
"35","TennesseeNational_A3",1.92307692307692,5.28846153846154,3.50690754516472,73.0769230769231,53.3653846153846,60.3613177470776,100,100,100,0,0,0,1.92307692307692,14.9038461538462,9.77683315621679,82.6923076923077,69.2307692307692,81.615302869288,0,0,0,0,0,0,0,0,0,0,0,0
"36","TennesseeNational_B1",2,4.34782608695652,17.5531914893617,98,88.4057971014493,62.5531914893617,100,100,100,0,0,0,0,1.44927536231884,3.19148936170213,98,94.2028985507246,79.1489361702128,0,0,0,0,0,0,0,0,0,0,0,0
"37","TennesseeNational_B2",0,0.48780487804878,12.6193001060445,100,93.1707317073171,70.8377518557794,100,100,100,0,0,0,0,6.34146341463415,11.4528101802757,100,93.1707317073171,75.8218451749735,0,0,0,0,0,0,0,0,0,0,0,0
"38","TennesseeNational_B3",0,10.6796116504854,15.3439153439153,71.1111111111111,55.8252427184466,52.6984126984127,100,100,100,0,0,0,13.3333333333333,14.5631067961165,9.84126984126984,82.2222222222222,73.3009708737864,74.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0.105820105820106
"39","Tigrett_A1",0,0,6.18996798292423,5.88235294117647,9.26829268292683,6.08324439701174,100,100,100,0,0,0,15.6862745098039,24.390243902439,17.7161152614728,84.3137254901961,75.609756097561,75.2401280683031,0,0,0,25,0.833333333333333,1.85185185185185,0,0,0,0,0,0.64034151547492
"40","Tigrett_A2",0,0,6.59574468085106,20,11.5942028985507,7.65957446808511,100,100,100,0,0,0,26,40.5797101449275,19.6808510638298,74,59.4202898550725,73.1914893617021,0,0,0,12.0754716981132,0.833333333333333,1.85185185185185,0,0,0,0,0,0.212765957446809
"41","Tigrett_A3",5.76923076923077,18.2692307692308,29.7872340425532,11.5384615384615,5.28846153846154,4.14893617021277,100,100,100,0,0,0,1.92307692307692,8.65384615384615,8.93617021276596,92.3076923076923,72.1153846153846,57.4468085106383,0,0,0,1.50943396226415,0,0,0,0,0,0,0.480769230769231,3.61702127659574
